alpha,avg_baseline_cost,avg_ils_cost,avg_improvement_pct,num_instances
0.0,46.53455847450314,13.347804992882613,0.6254657953645362,36
1.0,82190193693.47824,24380588105.35769,0.29394267952144815,36
2.0,1315034726085.421,412247948157.6389,0.2844228222206784,36
4.0,21040522214746.617,5559660676269.712,0.29409573138789863,36
